episode;date;teaser
1421;13-4-2021;Een kleine bovenverdieping vol vintage in Groningen, Ramon maakt blini's met zalm en garnalen en Marieke heeft lentekriebels op de Duivelsberg.
1422;14-4-2021;Een villa met het uiterlijk van een Zwitsers chalet in Ubbergen en Alain ontmoet sterrenchef Niven Kunz.
1423;15-4-2021;Valentijn bezoekt het bijzondere Huis Van Ravesteyn in Utrecht, Leon maakt iets lekkers met eendeneieren en hommels en wilgen bij Rotterdam.
1424;16-4-2021;Theo-Bert vernieuwt de woonkamer van een dijkhuisje, Landgoed Eerde is rijk aan mooie natuur en zeldzame korstmossen.
1425;19-4-2021;Koos woont in een voormalige zeilmakerij, Ramon maakt lekkere kipgehaktballetjes en Martin maakt voor juf Jenny een paradijs in de tuin.
1426;20-4-2021;Lynn woont in haar oude middelbare school, Sharon maakt een kikkererwtensalade en Schotse hooglanders beheren natuur in het Vresselse bos.
1427;21-4-2021;Dries en Carla wonen in de fantastisch verbouwde oude stal van kasteel Meerssenhoven en krachtige bouillon van Barbara en Pauline.
1428;22-4-2021;Engeland is een grote inspiratiebron voor Meriams interieur, Alain proeft biologische paksoi en duurzame tuinvrouw Anne geeft tuintips.
1429;23-4-2021;Een bezoek aan Villa  Kalff in Terborg en Leon proeft limonade van restfruit in Culemborg.
1430;26-4-2021;Alain viert de Spaanse lente met uien uit de Bommelerwaard en bijzondere natuur in de Rotterdamse haven.
1431;27-4-2021;Lieke is dolblij met haar kloosterloft, Ramon maakt 'vorstenbroodjes' in Eindhoven en een parktuin met voorjaarsbloeiers in Valkenswaard.
1432;28-4-2021;Een sfeervolle, duurzame watervilla in Oostknollendam en Alain ziet sterren: op bezoek bij Joris Bijdendijk op de familieboerderij in België.
1433;29-4-2021;Een voormalig partycentrum in Rhenen is nu een fijn woonhuis, Sharon maakt ontbijt met acaibowl van rawnola en veel stinzen op landgoed Martenstate.
1434;30-4-2021;Theo-Bert maakt een speelkamer voor twee dochters, Ramon bakt tijgersoezen met pralinévulling en Camilla ziet wilde vogels in Artis.
1435;3-5-2021;Een duurzaam, zelfontworpen huis in de natuur, Nadia bakt koekjes voor de ramadan en herdenken op de Waalsdorpervlakte in Wassenaar.
1436;5-5-2021;Het huis van Pauline en Peter in Overloon ademt de historie van de Tweede Wereldoorlog, Ramon oogst asperges in Haaren en prunussen in alle kleuren in Wilp.
1437;6-5-2021;Een oude manege is nu het droomhuis van Jochem, Sharon maakt iets lekkers met de graansoort freekeh en op weidevogelsafari in Schipluiden.
1438;7-5-2021;Valentijn toont Huis van Loon, een van de Amsterdams fraaiste huizen en Leon Mazairac is in Limburg voor de enige, echte, Hollandse papaya.
1439;10-5-2021;Ronde atelierwoning van Robert en Anna, Sharon maakt iets lekkers met terpkaas van Kampereiland en een dierenparadijs in Zuid-Limburg.
1440;11-5-2021;Gerrit en Corine hebben hun huis geheel in Mexicaanse sferen gebracht en Nadia werkt mee op zorgboerderij in Lonneker en maakt een taart.
1441;12-5-2021;In 'Alain ziet Sterren' ontmoet Alain Soenil Bahadoer en ringslangen en nieuwe natuur in het Diemerbos.
1442;13-5-2021;Op Texel restylt Theo-Bert de woonkamer van Hanny, Ramon maakt conchiglie met venkel en Anne Wieggers trapt het tuinseizoen af.
1443;14-5-2021;Een tuinmanswoning vol brocante in Haelen, Leon proeft de microgroentes en bloemen van Janneke en Cees Klootwijk en mediterrane tuin De Carishof in het Zuid-Limburgse Klimmen.
1444;22-5-2021;Wonen in je eigen oude middelbare school en Alain kookt met paksoi en komkommer.
1445;31-5-2021;Boudewijns oude boerderij is een oase in Leidsche Rijn, een klassieke tuin in het centrum van Groningen en Sharon maakt noedels met een spinaziesalade.
1446;4-8-2021;In deze speciale aflevering voor de Pride maken we kennis met een regenbooggezin uit IJmuiden, de Gay Garden Club en proeven we de feestelijke Pride cocktail van Alain Caron.
1447;30-8-2021;Een klassieke woonboerderij met een tuin vol dieren, Ramon maakt het perfecte ei en Marieke bezoekt het Overijsselse Vechtdalgebied.
1448;31-8-2021;Een aardbevingsbestendig- en duurzaam huis, Sharon maakt een quinoasalade als picknickmaaltijd en een bezoek aan een biodynamische Drentse zelfoogsttuin.
1449;1-9-2021;Alain bezoekt een tomaten-en watermeloenkwekerij in Kwintsheuvel en de ENCI groeve bij Maastricht biedt bijzondere flora en fauna.
1450;2-9-2021;Wonen in het oude Militair Tehuis in Assen en Nadia bezoekt een melkveehouderij in Leusden waar Syrische kaas wordt gemaakt.
1451;3-9-2021;De Fundatie van Renswoude te Utrecht, Sharon maakt pomoensalade met een broodje gegrilde braadworst en een opknaptuin in Japanse stijl in Maarssen.
1452;6-9-2021;José woont in een romantische cottage uit 1800, Ramon maakt gepofte zoete aardappel met tapenade en een uniek veenweidelandschap bij Amsterdam.
1453;7-9-2021;Een oud gymnasium in Middelburg is duurzaam gemaakt en Alain proeft biologische raapsteeltjes in Warnsveld.
1454;8-9-2021;Theo-Bert knapt een keuken op in Rotterdam, Sharon maakt orzo met broccoli en de rozen in de tuin van Sjaak en Ellen staan volop in bloei.
1455;9-9-2021;Leon gaat aan de slag met in Nederland geteelde kurkuma en Camilla zoekt in het weiland de nesten van de wulp.
1456;10-9-2021;Het oude Burgerweeshuis in Zierikzee, Ramon maakt pilav met spinazie en de ecologische moestuin van Jack en Wilma.
1457;13-9-2021;Wonen in een kasteel uit de 13e eeuw in Harmelen en Leon duikt in de pindakaas en kijkt hoe Hollandse pinda's groeien in Reusel.
1458;14-9-2021;Ramon gaat naar Zuidwolde voor koolzaadolie en boswachter Marieke geniet van de natuur in Wieringen.
1459;15-9-2021;Een passief zwart-wit huis in Stevensweert, Sharon maakt een stoofpotje van kikkererwten en Martin knapt met de 16-jarige Alex een tuin op.
1460;16-9-2021;Een oud kantoorpand is nu een droomvilla en Nadia duikt in de thee van (on)kruid die bijdraagt aan biodiversiteit.
1461;17-9-2021;Mijndert en Rogier wonen op een binnenvaartschip, Alain proeft honingdrank in Schiedam en buitenplaats Leyduin met een historische moestuin.
1462;18-9-2021;Een huis vol dieren in buurtschap Appel, Sharon kookt buiten met orzo en broccoli en een uniek natuurgebied in de voormalige ENCI-groeve bij Maastricht.
1463;20-9-2021;Jos en Wil wonen in een uniek Haags wooncomplex: De Papaverhof, Sharon maakt een zalmburger en de mooie tuin van kasteel Soelen.
1464;21-9-2021;Een ecohuis van drie oude kantoorunits, Alain bezoekt Piet die frambozen teelt onder zonnepanelen en een historische moestuin in Culemborg.
1465;22-9-2021;Een eclectisch interieur in Laren, Ramon maakt een bosvruchten-yoghurtbavarois en Anne Wieggers plant er in de herfst op los.
1466;23-9-2021;Theo-Bert maakt in Limburg een zitkamer meer mannelijk en vogels weten de Marker Wadden steeds beter te vinden.
1467;24-9-2021;Een kleurrijke jaren 60-woning, Sharon proeft een vrucht uit haar jeugd: sopropo, nu geteeld in Nederland, en een mooie bloemen-en grassentuin.
1468;27-9-2021;Heloà¯se en Frank wonen in een historische molen zonder wieken en Ramon ontmoet Joost, die op biologische wijze bleekselderij kweekt.
1469;28-9-2021;Een duurzaam verbouwde boerderij in Echten, Sharon bakt een kokoscake en een bij-vriendelijke tuin in Vorden.
1470;29-9-2021;Valentijn Carbo bezoekt het unieke huis Sonneveld in Rotterdam en Leon is in Wapenveld waar bijzondere, ambachtelijke stroop wordt gestookt.
1471;30-9-2021;Een oud eilandershuisje op Schiermonnikoog, Alain leert hoe lijnzaadolie wordt gemaakt en Martin maakt van een saaie tuin een groene oase.
1472;1-10-2021;Een hus vol kringlooppareltjes en retro, Ramon maakt Bolognese originale met pappardelle en een verrassende tuin in het Drentse Hijken.
1473;5-10-2021;Timon en Merije wonen in hun droomyurt, Sharon in de moestuin van een voedselbank in Leiden en Maarten met de minischapen in Oene.
1474;6-10-2021;Sumire verbouwt haar oude tuinmanshuis met veel hergebruikte spullen, en Alain is bij een geitenhouder voor de bokjes.
1475;7-10-2021;Theo-Bert maakt de woonkamer van Nienke kleurrijk, Ramon bereidt rode mul met citroencompote en veel vlinders in de Vlindertuin Nijlà¢n in Leeuwarden.
1476;8-10-2021;In Neer wordt biologisch venkel geteeld en Marieke en Camilla dompelen zich onder in de natuur van de Biesbosch.
1477;11-10-2021;Een glazen toren in Groningen, Sharon maakt vegetarische goulash met linzen en prairie-en jungletuinen in Meeden.
1478;12-10-2021;Semi-ondergrondse ecowoning in Bergen, Ramon is in Oude-Tonge voor biologische koolraap en Martin maakt geveltuintjes in Tuinwijk Utrecht.
1479;13-10-2021;Een droomhuis in Breda met dagactiviteiten voor mensen met een beperking en boswachter Marieke zoekt naar het lieveheersbeestje en andere kleine bewoners op de hei.
1480;14-10-2021;Een woning vol kunst en herinneringen, Ramon maakt geglaceerde varkensribbetjes en in Dorpstuin Snakkerburen wordt groente en fruit geoogst.
1481;15-10-2021;Co-housing op Kasteel Boterberg in Kalmthout, Nadia maakt kennis met de moringa oleifera, oftewel wonderplant.
1482;16-10-2021;Een ecohuis gemaakt van drie oude kantoorunits, Alain leert hoe lijnzaadolie wordt gemaakt en een verrassende tuin in het Drentse Hijken.
1483;18-10-2021;Roos en Sanne verbouwen een oude bakkerij in Rotterdam, Sharon maakt kip in parmezaan-roomsaus en de nomadische tuin van Katja Staring.
1484;19-10-2021;Duurzaam droomhuis in Oisterwijk en Ramon is in Hooghalen op een 'Land van Ons', waar boer en burger samenwerken aan betere biodiversiteit.
1485;20-10-2021;In Alain ziet sterren ontmoet Alain Emile van der Staak en een mediterraan tuinparadijs in het Zeeuwse Buttinge.
1486;21-10-2021;Een industrieel verbouwd huis vol kunst in Bergen, Ramon maakt een witlof-ovenschotel en Anne Wieggers maakt een lasagne van bloembollen.
1487;22-10-2021;Theo-Bert stylet een rommelhok tot multifunctionele kamer, Sharon is in Zuidland voor de bataat en de Oisterwijkse bossen en vennen in de herfst.
1488;25-10-2021;Freddi en Marian wonen in de kerk in Rheden en vlak bij Rotterdam geniet Marieke van de natuur in de Rottemeren.
1489;26-10-2021;Een duurzame woongemeenschap in Arnhem en in Gieten nemen Tim en Leah culinair expert Alain Caron mee op ontdekkingsreis in de natuur.
1490;27-10-2021;Een oude noodwoning is nu een heerlijk huis, Sharon maakt Thaise kabeljauwkoekjes en Martin maakt een tuin van tegels duurzaam en groen.
1491;28-10-2021;Een Amsterdams huis vol tweedehand pareltjes, Ramon maakt een walnoot-karameltaart en een park voor zonnepanelen en veel bloemen en insecten.
1492;29-10-2021;Valentijn bezoek Huis Barnaart in Haarlem, een stadspaleis vol pracht en praal, en Nadia bezoekt een biologisch-dynamisch groenteteler in Ens.
1493;1-11-2021;Maaike en Ciske verbouwen hun eigen Zaanse woning, Sharon maakt een paddenstoelenstoof, Groningen kleurt groen en dat is goed voor het klimaat.
1494;2-11-2021;Wonen in een klein maar fijn pakhuisje in Groningen. Nadia maakt gevulde koolrolletjes. Met Allerzielen bezoeken we een natuurbegraafplaats.
1495;3-11-2021;Ramon proeft biologische oesterzwammen. Ruud en Monique wonen op de bovenste twee etages van de vuurtorenflat in Harderwijk.
1496;4-11-2021;Theo-Bert maakt een stel blij met een fris ingerichte woonkamer, Sharon maakt pompoenstamppot en Marieke ziet burlende edelherten op de Veluwe.
1497;5-11-2021;Paul en Gretha restaureren hun 150-jaar oude boerderij. In de kas van Ben en Agnes verbouwt iedereen zijn eigen groente en fruit.
1498;8-11-2021;Carla woont in haar oude buikdansschool in Groningen, Ramon maakt een clubsandwich en een tuin om je ook in de herfst in te verwonderen.
1499;9-11-2021;Een jaren 40-huis in Panningen is verduurzaamd, Sharon leert alles over 'kringloopkippen' en water dicht bij huis is een bron van leven.
1500;10-11-2021;Susanne en Julian wonen in een oude koeienstal en stolpboerderij in Twisk en boswachter Marieke struint op Texel en zoekt de duindoorn.
1501;11-11-2021;Ramon is bij een hopboer en bierbrouwer in Utrecht en Martin gaat samen met scholieren aan de slag op een middelbare school.
1502;12-11-2021;Drie generaties wonen en werken samen in een herenhuis in Buren en Leon en Margot zijn in een natuurwijngaard in Heerhugowaard.
1503;15-11-2021;Een strakke schuurwoning in Japanse stijl, Ramon maakt boeuf bourguignon met aardappelmousseline en mooie herfstkleuren in de tuin van Anita.
1504;16-11-2021;Moeder en dochter wonen in een tiny house in Roermond, Sharon maakt het Koreaanse streetfood tteobokki en in Zuid-Limburg ligt een oude boomgaard.
1505;17-11-2021;Johan woont in een monumentaal, voormalig lichtwachtershuis en Alain Caron is bij sterrenchef Jef Schuur op Texel.
1506;18-11-2021;Inclusieve aflevering voor doven en slechthorenden: Marieke wandelt met de dove Lisa en Theo-Bert maakt een inloopkast voor ondertitelaar Carla van de NPO.
1507;19-11-2021;Patrick en Remco wonen in een rijksmonument uit 1720 in het witte Limburgse stadje Thorn en Alain krijgt een koffiecursus in Amsterdam.
1508;22-11-2021;Wonen in de oude D'orangemolen van Willemstad en Alain Caron is in de groentetuin van boer Henk in Deurne.
1509;23-11-2021;Dienstwoning in de Haarlemmer Kweektuin, Nadia proeft groentepasta en Coöperatie Herenboeren in Boxtel.
1510;24-11-2021;Het appartement van Isabelle en Danny in Amsterdam-West, Sharon maakt vega Indiase curry en Camilla bekijkt de vogeltrek.
1511;25-11-2021;Architectuurhistoricus Valentijn Carbo is in het Rubenshuis in Antwerpen en Alain Caron raapt en proeft walnoten in Zoelen.
1512;26-11-2021;Drie generaties wonen en werken samen in een herenhuis in Buren en Ramon Brugman maakt een ouderwetse banketstaaf.
1513;29-11-2021;Een zelfontworpen droomhuis om oud in te worden, Ramon maakt speculaas met muisjes van marsepein en Marieke ziet wasplaten in alle kleuren.
1514;30-11-2021;Een duurzaam ingerichte woontjalk, Sharon maakt gevulde courgette en hutspot van paarse wortelen en de esdoorns van plantenverzamelaar Cor.
1515;1-12-2021;Een oud Haags herenhuis vol muur-en plafondschilderingen en Ramon Brugman is in het jonge voedselbos van Franà§ois en Shelley in Zundert.
1516;2-12-2021;Theo-Bert richt de 'oude' slaapkamer van Sophie in, Sharon bakt rijstvellen met groenten en op Keuterboerderij Velddriel is het een gezellige beestenbende.
1517;3-12-2021;Frank heeft een Belgisch kasteel in oude luister gerestaureerd en Alain is met sommelier Margot bij de biologische wijngaard van Adam.
1518;6-12-2021;"Huis ter Hansouwe in Peize; Ramon maakt babi pangang met nasi; Marieke bekijkt de verwoestende kracht van de valwind in het bos bij Leersum."
1519;7-12-2021;Een verduurzaamd jaren 50-huis, Sharon maakt een vegetarische carpaccio van bietjes en de tuinen van Kasteel Geldrop in de herfst.
1520;8-12-2021;Het droomhuis van Tonny en Sjaak in Blerick en Alain Caron ontmoet in Alain ziet Sterren tweesterrenkok Syrco Bakker in Zeeland.
1521;9-12-2021;Wonen in het oude station van de Haarlemmermeerlijn en Ramon bezoekt een uniek project, waarbij eenzamen samen soep maken.
1522;10-12-2021;Een sfeervol Haags appartement, Nadia is in Marknesse voor de savooiekool en Martin helpt Nadine aan een mooie tuin met uitzicht op het water.
1523;13-12-2021;Danny woont in een Amerikaanse schoolbus, Sharon maakt een taart voor kerst en Marieke is het onderwaterbos van het Grevelingenmeer.
1524;14-12-2021;Een duurzaam verbouwde kerk in Haarlem, Nadia maakt kerstamuses en de varkens van Maurtis scharrelen vrolijk in het bos rond.
1525;15-12-2021;Een droomhuis in Berghem met kroeg, Alain maakt het kerstvoorgerecht: bloemkool met truffel en duurzame kerstbomen in de natuur.
1526;16-12-2021;Theo-Bert verrast Gerda met een woonkamer in kerstsfeer en Ramon maakt het hoofdgerecht voor kerst met verse, Hollandse vis.
1527;17-12-2021;Het goed bewaarde interieur van Slot Zuylen in kerstsfeer en chef-kok Leon maakt twee kerstdesserts: Poire belle Hélà¨ne klassiek én een eigen variant.
1528;20-12-2021;Rima's eerst kerst in haar nieuwe huis in Joure, Sharon maakt een kerstontbijt en midwinterdag op Natuurbegraafplaats Landgoed Mookerheide.
1529;21-12-2021;De BinnensteBuiten-Kerstspecial: Marieke en Alain kamperen in het Kuinderbos, Anne maakt duurzame kerstdecoraties en kerstdiner in de BinnensteBuiten-kersthut.
1530;22-12-2021;In Almelo vieren Hugo en Frank kerst in een prachtig versierd huis en Leon is in Pietersbierum voor biologische bloemkool van Loes en Kees.
1531;23-12-2021;Wonen in een oud carbidhuisje in kerstsfeer, Ramon maakt koffiesoezen en adoptie-kerstbomen worden weer opgehaald in Groenekan.
1532;24-12-2021;Kerst is voor het gezin van Dave en Annamarie hét feest van het jaar en bij Yvonne en Esther krijgen gekwetste dieren een thuis.
